Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2004-11-11,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-12,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-13,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-14,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-15,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-16,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-17,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-18,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-19,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-20,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-21,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-22,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-23,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-24,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.26,0.25,0.27
2004-11-26,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.26,0.27,0.30,0.26,0.25,0.27
2004-11-27,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-11-28,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-11-29,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-11-30,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-01,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-02,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-03,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-04,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-05,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-06,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-07,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-08,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-09,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-10,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-11,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-12,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-13,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-14,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-15,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-16,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-17,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.30,0.26,0.26,0.28
2004-12-18,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.25,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.31,0.26,0.26,0.29
2004-12-19,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.25,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.31,0.26,0.26,0.29
2004-12-20,0.25,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.26,0.27,0.27,0.28,0.26,0.26,0.27,0.26,0.26,0.28,0.31,0.27,0.26,0.29
2004-12-21,0.25,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.26,0.27,0.27,0.28,0.26,0.26,0.27,0.26,0.26,0.28,0.31,0.27,0.26,0.29
2004-12-22,0.25,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.28,0.26,0.27,0.28,0.28,0.27,0.26,0.27,0.26,0.26,0.28,0.31,0.27,0.26,0.30
2004-12-23,0.25,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.29,0.26,0.27,0.28,0.29,0.27,0.26,0.27,0.26,0.26,0.28,0.32,0.27,0.26,0.30
2004-12-24,0.25,0.26,0.27,0.27,0.27,0.28,0.28,0.29,0.29,0.26,0.28,0.28,0.29,0.27,0.26,0.27,0.26,0.27,0.29,0.32,0.28,0.27,0.31
2004-12-25,0.25,0.26,0.27,0.27,0.28,0.28,0.29,0.29,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.29,0.33,0.28,0.27,0.31
2004-12-26,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.29,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.30,0.33,0.28,0.27,0.32
2004-12-27,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.29,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.30,0.33,0.28,0.27,0.32
2004-12-28,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.30,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.30,0.33,0.28,0.27,0.32
2004-12-29,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.30,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.30,0.33,0.28,0.27,0.32
2004-12-30,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.30,0.30,0.26,0.28,0.29,0.30,0.28,0.27,0.28,0.27,0.27,0.30,0.33,0.28,0.27,0.32
2004-12-31,0.25,0.27,0.28,0.28,0.28,0.29,0.29,0.30,0.31,0.26,0.29,0.30,0.31,0.28,0.27,0.28,0.27,0.27,0.30,0.34,0.29,0.27,0.32
2005-01-01,0.26,0.27,0.28,0.28,0.29,0.29,0.30,0.31,0.32,0.27,0.30,0.31,0.32,0.29,0.27,0.29,0.27,0.27,0.31,0.35,0.29,0.28,0.34
2005-01-02,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.31,0.33,0.29,0.27,0.30,0.27,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-03,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.31,0.33,0.29,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-04,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.31,0.33,0.29,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-05,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.31,0.33,0.29,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-06,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.32,0.33,0.29,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-07,0.26,0.27,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.30,0.32,0.34,0.29,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.28,0.35
2005-01-08,0.26,0.28,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.27,0.30,0.28,0.28,0.32,0.36,0.30,0.29,0.35
2005-01-09,0.26,0.28,0.29,0.28,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.30,0.29,0.36
2005-01-10,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-11,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-12,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-13,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-14,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-15,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-16,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-17,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-18,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-19,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-20,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-21,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-22,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-23,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-24,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-25,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-26,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-27,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-28,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-29,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-30,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.28,0.30,0.28,0.28,0.32,0.37,0.31,0.29,0.36
2005-01-31,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.35,0.30,0.28,0.30,0.28,0.28,0.33,0.37,0.31,0.29,0.36
2005-02-01,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.35,0.30,0.28,0.30,0.28,0.28,0.33,0.37,0.31,0.29,0.37
2005-02-02,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.35,0.30,0.28,0.31,0.28,0.28,0.33,0.37,0.31,0.29,0.37
2005-02-03,0.26,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.28,0.31,0.28,0.28,0.33,0.37,0.31,0.29,0.37
2005-02-04,0.25,0.28,0.29,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.28,0.31,0.28,0.28,0.33,0.37,0.31,0.29,0.37
2005-02-05,0.25,0.28,0.30,0.29,0.29,0.30,0.32,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.28,0.31,0.28,0.28,0.33,0.38,0.31,0.29,0.37
2005-02-06,0.25,0.28,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.33,0.36,0.31,0.28,0.31,0.28,0.28,0.33,0.38,0.32,0.29,0.38
2005-02-07,0.25,0.28,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.28,0.32,0.34,0.36,0.31,0.28,0.31,0.28,0.29,0.34,0.38,0.32,0.30,0.38
2005-02-08,0.25,0.28,0.30,0.29,0.30,0.31,0.32,0.33,0.35,0.28,0.32,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-09,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.32,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-10,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.32,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-11,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-12,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-13,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-14,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-15,0.25,0.28,0.30,0.29,0.30,0.31,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.34,0.39,0.32,0.30,0.39
2005-02-16,0.25,0.28,0.30,0.29,0.30,0.32,0.33,0.34,0.35,0.28,0.33,0.34,0.37,0.31,0.28,0.32,0.28,0.29,0.35,0.39,0.32,0.30,0.39
2005-02-17,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.35,0.28,0.33,0.35,0.37,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.39
2005-02-18,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.35,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-19,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-20,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-21,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-22,0.25,0.28,0.31,0.29,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-23,0.25,0.28,0.31,0.30,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-24,0.25,0.28,0.31,0.30,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-25,0.25,0.28,0.31,0.30,0.30,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-26,0.25,0.28,0.31,0.30,0.31,0.32,0.33,0.34,0.36,0.28,0.33,0.35,0.38,0.32,0.28,0.32,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-27,0.25,0.28,0.31,0.30,0.31,0.32,0.34,0.35,0.36,0.28,0.33,0.35,0.38,0.32,0.29,0.33,0.29,0.29,0.35,0.40,0.33,0.30,0.40
2005-02-28,0.25,0.29,0.31,0.30,0.31,0.32,0.34,0.35,0.36,0.28,0.34,0.35,0.39,0.32,0.29,0.33,0.29,0.29,0.36,0.41,0.33,0.31,0.41
2005-03-01,0.25,0.29,0.31,0.30,0.31,0.33,0.34,0.36,0.37,0.28,0.34,0.36,0.39,0.33,0.29,0.33,0.29,0.29,0.36,0.41,0.34,0.31,0.41
2005-03-02,0.25,0.29,0.32,0.30,0.31,0.33,0.35,0.36,0.38,0.28,0.34,0.36,0.40,0.33,0.29,0.33,0.29,0.30,0.37,0.42,0.34,0.31,0.42
2005-03-03,0.25,0.29,0.32,0.30,0.31,0.33,0.35,0.36,0.38,0.28,0.34,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.42,0.34,0.31,0.42
2005-03-04,0.25,0.29,0.32,0.30,0.31,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.42,0.34,0.31,0.42
2005-03-05,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.42
2005-03-06,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.43
2005-03-07,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.43
2005-03-08,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.43
2005-03-09,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.43
2005-03-10,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.36,0.38,0.29,0.35,0.37,0.40,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.34,0.31,0.43
2005-03-11,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.29,0.30,0.37,0.43,0.35,0.31,0.43
2005-03-12,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.37,0.43,0.35,0.31,0.43
2005-03-13,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-14,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-15,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-16,0.25,0.29,0.32,0.30,0.32,0.33,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-17,0.25,0.29,0.32,0.30,0.32,0.34,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-18,0.25,0.29,0.32,0.30,0.32,0.34,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-19,0.25,0.29,0.32,0.30,0.32,0.34,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-20,0.25,0.28,0.32,0.30,0.32,0.34,0.35,0.37,0.38,0.29,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-21,0.25,0.25,0.32,0.30,0.32,0.34,0.35,0.37,0.39,0.29,0.35,0.37,0.41,0.34,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.43
2005-03-22,0.25,0.25,0.29,0.31,0.32,0.34,0.35,0.37,0.39,0.29,0.35,0.37,0.41,0.34,0.29,0.34,0.30,0.30,0.38,0.43,0.35,0.32,0.44
2005-03-23,0.25,0.25,0.25,0.30,0.32,0.34,0.35,0.37,0.39,0.25,0.35,0.37,0.41,0.33,0.29,0.34,0.30,0.30,0.38,0.44,0.35,0.32,0.44
2005-03-24,0.25,0.25,0.25,0.30,0.32,0.34,0.36,0.37,0.39,0.25,0.35,0.38,0.41,0.32,0.29,0.34,0.30,0.30,0.38,0.44,0.35,0.32,0.44
2005-03-25,0.25,0.25,0.25,0.30,0.32,0.34,0.36,0.37,0.39,0.25,0.35,0.38,0.42,0.32,0.30,0.34,0.30,0.30,0.38,0.44,0.35,0.32,0.44
2005-03-26,0.25,0.25,0.25,0.30,0.32,0.34,0.36,0.37,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.30,0.39,0.44,0.36,0.32,0.45
2005-03-27,0.25,0.25,0.25,0.30,0.32,0.34,0.36,0.37,0.39,0.25,0.36,0.38,0.42,0.32,0.30,0.34,0.30,0.31,0.39,0.44,0.36,0.32,0.45
