Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2008-08-25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-08-31,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-01,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-02,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-03,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-07,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2008-09-08,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2008-09-09,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.26
2008-09-10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.25,0.26
2008-09-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.25,0.26
2008-09-12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.25,0.26
2008-09-13,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.27,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.27
2008-09-14,0.25,0.25,0.25,0.25,0.25,0.28,0.31,0.32,0.33,0.25,0.25,0.27,0.31,0.25,0.25,0.25,0.25,0.26,0.29,0.31,0.25,0.27,0.30
2008-09-15,0.25,0.25,0.25,0.25,0.27,0.35,0.40,0.41,0.42,0.25,0.25,0.30,0.37,0.25,0.25,0.25,0.25,0.28,0.33,0.36,0.25,0.29,0.36
2008-09-16,0.25,0.25,0.25,0.25,0.28,0.37,0.42,0.43,0.44,0.25,0.25,0.31,0.39,0.25,0.25,0.25,0.25,0.28,0.35,0.38,0.26,0.30,0.39
2008-09-17,0.25,0.25,0.25,0.25,0.25,0.38,0.43,0.44,0.45,0.25,0.26,0.32,0.40,0.25,0.25,0.25,0.25,0.28,0.35,0.39,0.26,0.31,0.40
2008-09-18,0.25,0.25,0.25,0.25,0.25,0.38,0.43,0.45,0.45,0.25,0.25,0.32,0.40,0.25,0.25,0.25,0.25,0.28,0.35,0.39,0.26,0.31,0.40
2008-09-19,0.25,0.25,0.25,0.25,0.25,0.38,0.43,0.45,0.46,0.25,0.25,0.32,0.40,0.25,0.25,0.25,0.26,0.28,0.35,0.39,0.26,0.31,0.40
2008-09-20,0.25,0.25,0.25,0.25,0.25,0.39,0.43,0.45,0.46,0.25,0.25,0.33,0.40,0.25,0.25,0.25,0.26,0.28,0.36,0.39,0.26,0.31,0.41
2008-09-21,0.25,0.25,0.25,0.25,0.25,0.39,0.43,0.45,0.46,0.25,0.25,0.33,0.40,0.25,0.25,0.25,0.25,0.28,0.36,0.39,0.25,0.31,0.41
2008-09-22,0.25,0.25,0.25,0.25,0.25,0.39,0.44,0.45,0.46,0.25,0.25,0.33,0.41,0.25,0.25,0.25,0.25,0.29,0.36,0.39,0.25,0.31,0.41
2008-09-23,0.25,0.25,0.25,0.25,0.26,0.40,0.44,0.46,0.47,0.25,0.26,0.33,0.41,0.25,0.25,0.25,0.25,0.29,0.36,0.39,0.25,0.31,0.41
2008-09-24,0.25,0.25,0.25,0.25,0.26,0.40,0.45,0.47,0.47,0.25,0.26,0.33,0.41,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-25,0.25,0.25,0.25,0.25,0.26,0.41,0.45,0.47,0.48,0.25,0.26,0.33,0.41,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-26,0.25,0.25,0.25,0.25,0.26,0.41,0.45,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-27,0.25,0.25,0.25,0.25,0.26,0.41,0.45,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-28,0.25,0.25,0.25,0.25,0.26,0.41,0.45,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-29,0.25,0.25,0.25,0.25,0.26,0.41,0.46,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-09-30,0.25,0.25,0.25,0.25,0.25,0.41,0.46,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-10-01,0.25,0.25,0.25,0.25,0.25,0.41,0.46,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.26,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-10-02,0.25,0.25,0.25,0.25,0.25,0.41,0.46,0.47,0.48,0.25,0.26,0.34,0.42,0.25,0.25,0.26,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-10-03,0.25,0.25,0.25,0.25,0.25,0.37,0.46,0.47,0.48,0.25,0.25,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.26,0.31,0.42
2008-10-04,0.25,0.25,0.25,0.25,0.25,0.34,0.46,0.47,0.48,0.25,0.25,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.25,0.31,0.42
2008-10-05,0.25,0.25,0.25,0.25,0.25,0.35,0.46,0.48,0.49,0.25,0.25,0.34,0.42,0.25,0.25,0.25,0.25,0.29,0.36,0.40,0.25,0.32,0.42
2008-10-06,0.25,0.25,0.25,0.25,0.26,0.36,0.48,0.50,0.51,0.25,0.25,0.34,0.43,0.25,0.25,0.25,0.25,0.29,0.37,0.41,0.25,0.32,0.43
2008-10-07,0.25,0.25,0.25,0.25,0.26,0.37,0.49,0.51,0.52,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.37,0.41,0.25,0.32,0.43
2008-10-08,0.25,0.25,0.25,0.25,0.27,0.37,0.49,0.51,0.52,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.38,0.41,0.26,0.32,0.43
2008-10-09,0.25,0.25,0.25,0.25,0.27,0.37,0.49,0.51,0.53,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.38,0.41,0.26,0.32,0.43
2008-10-10,0.25,0.25,0.25,0.25,0.27,0.37,0.49,0.52,0.53,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.38,0.42,0.26,0.32,0.43
2008-10-11,0.25,0.25,0.25,0.25,0.27,0.37,0.49,0.52,0.53,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.38,0.42,0.26,0.32,0.44
2008-10-12,0.25,0.25,0.25,0.25,0.27,0.37,0.50,0.52,0.53,0.25,0.26,0.35,0.44,0.25,0.25,0.25,0.25,0.29,0.38,0.42,0.26,0.32,0.44
2008-10-13,0.25,0.25,0.25,0.25,0.27,0.38,0.50,0.52,0.53,0.25,0.26,0.35,0.45,0.25,0.25,0.25,0.25,0.29,0.38,0.42,0.26,0.32,0.44
2008-10-14,0.25,0.25,0.25,0.25,0.27,0.38,0.50,0.52,0.53,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-15,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-16,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-17,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-18,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-19,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-20,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-21,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.26,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-22,0.25,0.25,0.25,0.25,0.28,0.38,0.51,0.53,0.54,0.25,0.27,0.36,0.45,0.25,0.25,0.25,0.26,0.30,0.38,0.42,0.26,0.32,0.44
2008-10-23,0.25,0.25,0.25,0.25,0.28,0.39,0.51,0.54,0.55,0.25,0.27,0.36,0.46,0.25,0.25,0.26,0.26,0.30,0.39,0.43,0.26,0.32,0.44
2008-10-24,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.46,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-25,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-26,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-27,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-28,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-29,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-30,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-10-31,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-01,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-02,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-03,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-04,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-05,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-06,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-07,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-08,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-09,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-10,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-11,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-12,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-13,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-14,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-15,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-16,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-17,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-18,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-19,0.25,0.26,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-20,0.25,0.25,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.39,0.44,0.26,0.32,0.45
2008-11-21,0.25,0.25,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.44,0.26,0.32,0.45
2008-11-22,0.25,0.25,0.25,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.44,0.27,0.33,0.45
2008-11-23,0.25,0.25,0.26,0.26,0.29,0.40,0.52,0.55,0.56,0.25,0.27,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.44,0.27,0.33,0.45
2008-11-24,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.56,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.44,0.27,0.33,0.45
2008-11-25,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-11-26,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-11-27,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-11-28,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-11-29,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-11-30,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-12-01,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-12-02,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-12-03,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.30,0.40,0.45,0.27,0.33,0.45
2008-12-04,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.37,0.47,0.26,0.26,0.26,0.26,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-05,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.38,0.47,0.26,0.26,0.26,0.26,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-06,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.38,0.47,0.26,0.26,0.26,0.26,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-07,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.38,0.47,0.26,0.26,0.26,0.26,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-08,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.25,0.28,0.38,0.47,0.26,0.26,0.26,0.26,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-09,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.26,0.28,0.38,0.47,0.26,0.26,0.27,0.27,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-10,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.26,0.28,0.38,0.47,0.26,0.26,0.27,0.27,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-11,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.26,0.28,0.38,0.47,0.26,0.26,0.27,0.27,0.31,0.40,0.45,0.27,0.33,0.46
2008-12-12,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.55,0.57,0.26,0.28,0.38,0.47,0.26,0.26,0.27,0.27,0.31,0.41,0.45,0.27,0.33,0.46
2008-12-13,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.56,0.57,0.26,0.28,0.38,0.48,0.26,0.26,0.27,0.27,0.31,0.41,0.45,0.27,0.33,0.46
2008-12-14,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.56,0.57,0.26,0.28,0.38,0.48,0.26,0.26,0.27,0.27,0.31,0.41,0.45,0.27,0.33,0.46
2008-12-15,0.25,0.25,0.26,0.26,0.29,0.40,0.53,0.56,0.57,0.26,0.28,0.38,0.48,0.27,0.26,0.27,0.27,0.31,0.41,0.45,0.27,0.33,0.46
2008-12-16,0.25,0.25,0.26,0.26,0.30,0.41,0.53,0.56,0.58,0.26,0.28,0.38,0.48,0.27,0.26,0.27,0.27,0.31,0.41,0.46,0.27,0.33,0.46
2008-12-17,0.25,0.26,0.26,0.27,0.30,0.41,0.54,0.57,0.58,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.46,0.28,0.33,0.47
2008-12-18,0.25,0.26,0.26,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-19,0.25,0.26,0.26,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-20,0.25,0.26,0.26,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-21,0.25,0.26,0.26,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-22,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-23,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-24,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-25,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-26,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-27,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-28,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.26,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-29,0.25,0.26,0.27,0.27,0.30,0.41,0.54,0.57,0.59,0.26,0.29,0.39,0.49,0.27,0.27,0.27,0.27,0.31,0.42,0.47,0.28,0.33,0.47
2008-12-30,0.25,0.26,0.27,0.27,0.30,0.42,0.55,0.58,0.59,0.26,0.29,0.39,0.50,0.27,0.27,0.28,0.27,0.31,0.42,0.47,0.28,0.34,0.47
2008-12-31,0.25,0.26,0.27,0.27,0.31,0.42,0.55,0.58,0.60,0.26,0.30,0.40,0.50,0.28,0.27,0.28,0.27,0.32,0.43,0.48,0.28,0.34,0.48
2009-01-01,0.25,0.26,0.27,0.27,0.31,0.42,0.55,0.58,0.60,0.26,0.30,0.40,0.50,0.28,0.27,0.28,0.27,0.32,0.43,0.48,0.29,0.34,0.48
2009-01-02,0.25,0.26,0.27,0.27,0.31,0.42,0.55,0.58,0.60,0.26,0.30,0.40,0.50,0.28,0.27,0.28,0.28,0.32,0.43,0.48,0.29,0.34,0.48
2009-01-03,0.25,0.26,0.27,0.28,0.31,0.42,0.55,0.58,0.60,0.26,0.30,0.40,0.50,0.28,0.27,0.28,0.28,0.32,0.43,0.48,0.29,0.34,0.48
2009-01-04,0.25,0.26,0.27,0.28,0.31,0.42,0.56,0.59,0.60,0.26,0.30,0.40,0.51,0.28,0.27,0.28,0.28,0.32,0.43,0.48,0.29,0.34,0.48
2009-01-05,0.25,0.27,0.27,0.28,0.31,0.43,0.56,0.59,0.61,0.26,0.30,0.40,0.51,0.28,0.27,0.29,0.28,0.32,0.43,0.49,0.29,0.34,0.49
2009-01-06,0.25,0.27,0.28,0.28,0.32,0.43,0.56,0.59,0.61,0.27,0.30,0.41,0.51,0.28,0.27,0.29,0.28,0.32,0.44,0.49,0.29,0.34,0.49
2009-01-07,0.25,0.27,0.28,0.28,0.32,0.44,0.57,0.60,0.62,0.27,0.31,0.41,0.52,0.29,0.27,0.29,0.28,0.32,0.44,0.50,0.30,0.34,0.50
2009-01-08,0.25,0.27,0.28,0.29,0.32,0.44,0.58,0.61,0.63,0.27,0.32,0.42,0.53,0.29,0.28,0.30,0.28,0.33,0.45,0.51,0.30,0.35,0.50
